Entrez ID;Gene symbol;Present in Signature dB;CAR Matched gene;RCDdb Matched gene;COSMIC Driver;COSMIC Tier;Category Search;RCD count;RCD form;Description;Summary;Other aliases;Chromosome;Start;End;Map location;RCDdb match gene
6373;CXCL11;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;C-X-C motif chemokine ligand 11;Chemokines are a group of small (approximately 8 to 14 kD), mostly basic, structurally related molecules that regulate cell trafficking of various types of leukocytes through interactions with a subset of 7-transmembrane, G protein-coupled receptors. Chemokines also play fundamental roles in the development, homeostasis, and function of the immune system, and they have effects on cells of the central nervous system as well as on endothelial cells involved in angiogenesis or angiostasis. Chemokines are divided into 2 major subfamilies, CXC and CC. This antimicrobial gene is a CXC member of the chemokine superfamily. Its encoded protein induces a chemotactic response in activated T-cells and is the dominant ligand for CXC receptor-3. The gene encoding this protein contains 4 exons and at least three polyadenylation signals which might reflect cell-specific regulation of expression. IFN-gamma is a potent inducer of transcription of this gene. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2014];H174, I-TAC, IP-9, IP9, SCYB11, SCYB9B, b-R1;4;76036069;76033681;4q21.1;No
6387;CXCL12;Yes;No;Yes;no driver gene;0;tumor;3;Anoikis/Apoptosis/Autophagy;C-X-C motif chemokine ligand 12;This antimicrobial gene encodes a stromal cell-derived alpha chemokine member of the intercrine family. The encoded protein functions as the ligand for the G-protein coupled receptor, chemokine (C-X-C motif) receptor 4, and plays a role in many diverse cellular functions, including embryogenesis, immune surveillance, inflammation response, tissue homeostasis, and tumor growth and metastasis. Mutations in this gene are associated with resistance to human immunodeficiency virus type 1 infections. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2014];IRH, PBSF, SCYB12, SDF1, TLSF, TPAR1;10;44385096;44370164;10q11.21;Yes
10563;CXCL13;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;C-X-C motif chemokine ligand 13;B lymphocyte chemoattractant, independently cloned and named Angie, is an antimicrobial peptide and CXC chemokine strongly expressed in the follicles of the spleen, lymph nodes, and Peyer's patches. It preferentially promotes the migration of B lymphocytes (compared to T cells and macrophages), apparently by stimulating calcium influx into, and chemotaxis of, cells expressing Burkitt's lymphoma receptor 1 (BLR-1). It may therefore function in the homing of B lymphocytes to follicles. [provided by RefSeq, Oct 2014];ANGIE, ANGIE2, BCA-1, BCA1, BLC, BLR1L, SCYB13;4;77511752;77611833;4q21.1;No
9547;CXCL14;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;C-X-C motif chemokine ligand 14;This antimicrobial gene belongs to the cytokine gene family which encode secreted proteins involved in immunoregulatory and inflammatory processes. The protein encoded by this gene is structurally related to the CXC (Cys-X-Cys) subfamily of cytokines. Members of this subfamily are characterized by two cysteines separated by a single amino acid. This cytokine displays chemotactic activity for monocytes but not for lymphocytes, dendritic cells, neutrophils or macrophages. It has been implicated that this cytokine is involved in the homeostasis of monocyte-derived macrophages rather than in inflammation. [provided by RefSeq, Sep 2014];BMAC, BRAK, KEC, KS1, MIP-2g, MIP2G, NJAC, SCYB14;5;135578990;135570678;5q31.1;No
58191;CXCL16;Yes;No;No;no driver gene;0;tumor;2;Apoptosis/Necrosis;C-X-C motif chemokine ligand 16;"Enables chemokine activity. Involved in several processes, including positive regulation of cell growth; response to interferon-gamma; and response to tumor necrosis factor. Located in extracellular space. Biomarker of COVID-19 and systemic scleroderma. [provided by Alliance of Genome Resources, Apr 2022]";CXCLG16, SR-PSOX, SRPSOX;17;4739927;4733532;17p13.2;No
284340;CXCL17;Yes;No;No;no driver gene;0;tumor;2;Apoptosis/Autophagy;C-X-C motif chemokine ligand 17;The protein encoded by this gene is a mucosal chemokine that attracts immature dendritic cells and blood monocytes to the lungs. The encoded protein also promotes tumorigenesis through an angiogenic activity. Finally, this protein exhibits strong antimicrobial activity against E. coli, S. aureus, Salmonella, P. aeruginosa, and C. albicans. Two transcript variants, one protein-coding and the other non-protein coding, have been found for this gene. [provided by RefSeq, Dec 2015];DMC, Dcip1, UNQ473, VCC-1, VCC1;19;42442945;42428277;19q13.2;No
2920;CXCL2;Yes;No;No;no driver gene;0;cancer;3;Apoptosis/Autophagy/Necrosis;C-X-C motif chemokine ligand 2;This antimicrobial gene is part of a chemokine superfamily that encodes secreted proteins involved in immunoregulatory and inflammatory processes. The superfamily is divided into four subfamilies based on the arrangement of the N-terminal cysteine residues of the mature peptide. This chemokine, a member of the CXC subfamily, is expressed at sites of inflammation and may suppress hematopoietic progenitor cell proliferation. [provided by RefSeq, Sep 2014];CINC-2a, GRO2, GROb, MGSA-b, MIP-2a, MIP2, MIP2A, SCYB2;4;74099194;74097039;4q13.3;No
2921;CXCL3;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;C-X-C motif chemokine ligand 3;This antimicrobial gene encodes a member of the CXC subfamily of chemokines. The encoded protein is a secreted growth factor that signals through the G-protein coupled receptor, CXC receptor 2. This protein plays a role in inflammation and as a chemoattractant for neutrophils. [provided by RefSeq, Sep 2014];CINC-2b, GRO3, GROg, MIP-2b, MIP2B, SCYB3;4;74038688;74036588;4q13.3;No
6374;CXCL5;Yes;No;No;no driver gene;0;tumor;5;Apoptosis/Autophagy/Necroptosis/NETosis/Necrosis;C-X-C motif chemokine ligand 5;This gene encodes a protein that is a member of the CXC subfamily of chemokines. Chemokines, which recruit and activate leukocytes, are classified by function (inflammatory or homeostatic) or by structure. This protein is proposed to bind the G-protein coupled receptor chemokine (C-X-C motif) receptor 2 to recruit neutrophils, to promote angiogenesis and to remodel connective tissues. This protein is thought to play a role in cancer cell proliferation, migration, and invasion. [provided by RefSeq, May 2013];ENA-78, SCYB5;4;73998676;73995641;4q13.3;No
6372;CXCL6;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;C-X-C motif chemokine ligand 6;The protein encoded by this gene is a member CXC chemokine family. The encoded protein is a chemotactic for neutrophil granulocytes and has antibacterial action against gram-negative and gram-positive bacteria. This gene and other members of the CXC chemokine gene family form a gene cluster in a region of chromosome 4q. [provided by RefSeq, Jun 2020];CKA-3, GCP-2, GCP2, SCYB6;4;73836677;73838759;4q13.3;No
3576;CXCL8;Yes;No;No;no driver gene;0;tumor;8;Anoikis/Apoptosis/Autophagy/Cellular senescence/Immunogenic cell death/NETosis/Pyroptosis/Necrosis;C-X-C motif chemokine ligand 8;The protein encoded by this gene is a member of the CXC chemokine family and is a major mediator of the inflammatory response. The encoded protein is commonly referred to as interleukin-8 (IL-8). IL-8 is secreted by mononuclear macrophages, neutrophils, eosinophils, T lymphocytes, epithelial cells, and fibroblasts. It functions as a chemotactic factor by guiding the neutrophils to the site of infection. Bacterial and viral products rapidly induce IL-8 expression. IL-8 also participates with other cytokines in the proinflammatory signaling cascade and plays a role in systemic inflammatory response syndrome (SIRS). This gene is believed to play a role in the pathogenesis of the lower respiratory tract infection bronchiolitis, a common respiratory tract disease caused by the respiratory syncytial virus (RSV). The overproduction of this proinflammatory protein is thought to cause the lung inflammation associated with csytic fibrosis. This proinflammatory protein is also suspected of playing a role in coronary artery disease and endothelial dysfunction. This protein is also secreted by tumor cells and promotes tumor migration, invasion, angiogenesis and metastasis. This chemokine is also a potent angiogenic factor. The binding of IL-8 to one of its receptors (IL-8RB/CXCR2) increases the permeability of blood vessels and increasing levels of IL-8 are positively correlated with increased severity of multiple disease outcomes (eg, sepsis). This gene and other members of the CXC chemokine gene family form a gene cluster in a region of chromosome 4q. [provided by RefSeq, May 2020];GCP-1, GCP1, IL8, LECT, LUCT, LYNAP, MDNCF, MONAP, NAF, NAP-1, NAP1, SCYB8;4;73740568;73743715;4q13.3;No
4283;CXCL9;Yes;No;No;no driver gene;0;tumor;1;Autophagy;C-X-C motif chemokine ligand 9;This antimicrobial gene is part of a chemokine superfamily that encodes secreted proteins involved in immunoregulatory and inflammatory processes. The protein encoded is thought to be involved in T cell trafficking. The encoded protein binds to C-X-C motif chemokine 3 and is a chemoattractant for lymphocytes but not for neutrophils. [provided by RefSeq, Aug 2020];CMK, Humig, MIG, SCYB9, crg-10;4;76007508;76001274;4q21.1;No
3577;CXCR1;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;C-X-C motif chemokine receptor 1;The protein encoded by this gene is a member of the G-protein-coupled receptor family. This protein is a receptor for interleukin 8 (IL8). It binds to IL8 with high affinity, and transduces the signal through a G-protein activated second messenger system. Knockout studies in mice suggested that this protein inhibits embryonic oligodendrocyte precursor migration in developing spinal cord. This gene, IL8RB, a gene encoding another high affinity IL8 receptor, as well as IL8RBP, a pseudogene of IL8RB, form a gene cluster in a region mapped to chromosome 2q33-q36. [provided by RefSeq, Jul 2008];C-C, C-C-CKR-1, CD128, CD181, CDw128a, CKR-1, CMKAR1, IL8R1, IL8RA, IL8RBA;2;218166961;218162840;2q35;No
3579;CXCR2;Yes;No;No;no driver gene;0;cancer;3;Apoptosis/Cellular senescence/Immunogenic cell death;C-X-C motif chemokine receptor 2;The protein encoded by this gene is a member of the G-protein-coupled receptor family. This protein is a receptor for interleukin 8 (IL8). It binds to IL8 with high affinity, and transduces the signal through a G-protein activated second messenger system. This receptor also binds to chemokine (C-X-C motif) ligand 1 (CXCL1/MGSA), a protein with melanoma growth stimulating activity, and has been shown to be a major component required for serum-dependent melanoma cell growth. This receptor mediates neutrophil migration to sites of inflammation. The angiogenic effects of IL8 in intestinal microvascular endothelial cells are found to be mediated by this receptor. Knockout studies in mice suggested that this receptor controls the positioning of oligodendrocyte precursors in developing spinal cord by arresting their migration. This gene, IL8RA, a gene encoding another high affinity IL8 receptor, as well as IL8RBP, a pseudogene of IL8RB, form a gene cluster in a region mapped to chromosome 2q33-q36. Alternatively spliced variants, encoding the same protein, have been identified. [provided by RefSeq, Nov 2009];CD182, CDw128b, CMKAR2, IL8R2, IL8RA, IL8RB, WHIMS2;2;218125293;218137250;2q35;No
